rt,subject_id,group,phase,task,block,trial_n,watch_only,prop_SC,prop_OC,prop_R,trial_colour,trial_size,trial_velocity,trial_role,pressed,outcome,outcome_shown,completion_ms,completion_min
,697f4a00c858108580e08f4b,A,outcome,2,3,3,0,colour,velocity,size,green,small,slow,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,4,0,colour,velocity,size,green,large,slow,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,5,0,colour,velocity,size,green,large,slow,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,6,0,colour,velocity,size,purple,large,fast,R,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,7,0,colour,velocity,size,purple,small,fast,OC,0,1,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,8,0,colour,velocity,size,green,small,slow,SC,0,0,0,1577269,26.287816666666668
2748.0,697f4a00c858108580e08f4b,A,outcome,2,3,9,0,colour,velocity,size,green,small,slow,SC,1,1,0,1577269,26.287816666666668
1284.0,697f4a00c858108580e08f4b,A,outcome,2,3,10,0,colour,velocity,size,green,small,fast,SC,1,1,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,11,0,colour,velocity,size,green,small,slow,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,12,0,colour,velocity,size,green,small,slow,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,13,0,colour,velocity,size,purple,large,fast,R,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,14,0,colour,velocity,size,green,small,fast,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,15,0,colour,velocity,size,green,small,slow,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,16,0,colour,velocity,size,green,large,slow,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,17,0,colour,velocity,size,green,small,fast,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,18,0,colour,velocity,size,green,small,slow,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,19,0,colour,velocity,size,green,small,slow,SC,0,0,0,1577269,26.287816666666668
,697f4a00c858108580e08f4b,A,outcome,2,3,20,0,colour,velocity,size,green,small,fast,SC,0,0,0,1577269,26.287816666666668
,6988fa79aa367d8f30d9f395,A,outcome,1,1,1,1,colour,size,velocity,blue,large,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,1,2,1,colour,size,velocity,red,large,slow,OC,0,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,1,3,1,colour,size,velocity,blue,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,1,4,1,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,1,5,1,colour,size,velocity,blue,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,1,6,1,colour,size,velocity,red,large,fast,OC,0,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,1,7,1,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,1,8,1,colour,size,velocity,blue,small,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,1,9,1,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,1,10,1,colour,size,velocity,blue,large,slow,SC,0,0,1,1582479,26.37465
1482.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,1,0,colour,size,velocity,red,large,slow,OC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,2,0,colour,size,velocity,blue,small,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,3,0,colour,size,velocity,blue,large,fast,SC,0,1,1,1582479,26.37465
3350.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,4,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
3292.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,5,0,colour,size,velocity,blue,large,slow,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,6,0,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
933.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,7,0,colour,size,velocity,red,large,fast,OC,1,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,8,0,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,9,0,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
701.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,10,0,colour,size,velocity,blue,large,slow,SC,1,1,1,1582479,26.37465
1250.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,11,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
2821.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,12,0,colour,size,velocity,blue,large,slow,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,13,0,colour,size,velocity,blue,small,fast,SC,0,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,14,0,colour,size,velocity,blue,large,fast,SC,0,1,1,1582479,26.37465
3903.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,15,0,colour,size,velocity,blue,large,fast,SC,1,1,1,1582479,26.37465
2246.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,16,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
2949.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,17,0,colour,size,velocity,blue,small,fast,SC,1,1,1,1582479,26.37465
2685.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,18,0,colour,size,velocity,blue,large,slow,SC,1,1,1,1582479,26.37465
3335.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,19,0,colour,size,velocity,red,large,fast,OC,1,1,1,1582479,26.37465
3290.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,20,0,colour,size,velocity,blue,small,fast,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,21,0,colour,size,velocity,blue,large,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,22,0,colour,size,velocity,blue,large,slow,SC,0,0,1,1582479,26.37465
3662.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,23,0,colour,size,velocity,red,small,fast,R,1,0,1,1582479,26.37465
1569.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,24,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
1188.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,25,0,colour,size,velocity,red,small,slow,R,1,0,1,1582479,26.37465
1470.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,26,0,colour,size,velocity,blue,small,fast,SC,1,1,1,1582479,26.37465
3181.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,27,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
1909.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,28,0,colour,size,velocity,red,small,fast,R,1,0,1,1582479,26.37465
1567.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,29,0,colour,size,velocity,blue,large,fast,SC,1,1,1,1582479,26.37465
3184.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,30,0,colour,size,velocity,blue,large,slow,SC,1,1,1,1582479,26.37465
2883.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,31,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
2442.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,32,0,colour,size,velocity,blue,large,slow,SC,1,1,1,1582479,26.37465
2839.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,33,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,34,0,colour,size,velocity,red,small,fast,R,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,35,0,colour,size,velocity,red,large,fast,OC,0,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,36,0,colour,size,velocity,blue,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,37,0,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
1278.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,38,0,colour,size,velocity,blue,large,slow,SC,1,1,1,1582479,26.37465
1011.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,39,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
3074.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,40,0,colour,size,velocity,blue,small,fast,SC,1,1,1,1582479,26.37465
3962.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,41,0,colour,size,velocity,red,small,slow,R,1,0,1,1582479,26.37465
3107.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,42,0,colour,size,velocity,blue,large,slow,SC,1,1,1,1582479,26.37465
1889.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,43,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,44,0,colour,size,velocity,blue,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,45,0,colour,size,velocity,red,small,fast,R,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,46,0,colour,size,velocity,red,small,fast,R,0,0,1,1582479,26.37465
1969.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,47,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,48,0,colour,size,velocity,blue,small,fast,SC,0,0,1,1582479,26.37465
2743.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,49,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
2520.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,50,0,colour,size,velocity,blue,large,slow,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,51,0,colour,size,velocity,red,large,fast,OC,0,1,1,1582479,26.37465
2973.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,52,0,colour,size,velocity,red,small,slow,R,1,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,53,0,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,54,0,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
1089.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,55,0,colour,size,velocity,blue,small,slow,SC,1,1,1,1582479,26.37465
1812.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,56,0,colour,size,velocity,red,large,slow,OC,1,1,1,1582479,26.37465
1768.0,6988fa79aa367d8f30d9f395,A,outcome,1,2,57,0,colour,size,velocity,red,small,slow,R,1,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,58,0,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,59,0,colour,size,velocity,blue,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,2,60,0,colour,size,velocity,red,small,fast,R,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,1,0,colour,size,velocity,blue,large,fast,SC,0,0,0,1582479,26.37465
1271.0,6988fa79aa367d8f30d9f395,A,outcome,1,3,2,0,colour,size,velocity,blue,small,slow,SC,1,1,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,3,0,colour,size,velocity,blue,small,fast,SC,0,0,0,1582479,26.37465
629.0,6988fa79aa367d8f30d9f395,A,outcome,1,3,4,0,colour,size,velocity,blue,large,slow,SC,1,1,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,5,0,colour,size,velocity,blue,small,fast,SC,0,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,6,0,colour,size,velocity,blue,large,slow,SC,0,0,0,1582479,26.37465
1831.0,6988fa79aa367d8f30d9f395,A,outcome,1,3,7,0,colour,size,velocity,red,small,slow,R,1,0,0,1582479,26.37465
1542.0,6988fa79aa367d8f30d9f395,A,outcome,1,3,8,0,colour,size,velocity,red,small,slow,R,1,0,0,1582479,26.37465
1157.0,6988fa79aa367d8f30d9f395,A,outcome,1,3,9,0,colour,size,velocity,blue,small,slow,SC,1,1,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,10,0,colour,size,velocity,red,small,fast,R,0,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,11,0,colour,size,velocity,blue,small,fast,SC,0,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,12,0,colour,size,velocity,red,small,fast,R,0,1,0,1582479,26.37465
1700.0,6988fa79aa367d8f30d9f395,A,outcome,1,3,13,0,colour,size,velocity,blue,small,slow,SC,1,1,0,1582479,26.37465
2677.0,6988fa79aa367d8f30d9f395,A,outcome,1,3,14,0,colour,size,velocity,red,small,slow,R,1,0,0,1582479,26.37465
1838.0,6988fa79aa367d8f30d9f395,A,outcome,1,3,15,0,colour,size,velocity,red,large,slow,OC,1,1,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,16,0,colour,size,velocity,blue,small,fast,SC,0,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,17,0,colour,size,velocity,red,large,fast,OC,0,1,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,18,0,colour,size,velocity,blue,large,fast,SC,0,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,1,3,19,0,colour,size,velocity,blue,small,fast,SC,0,0,0,1582479,26.37465
1598.0,6988fa79aa367d8f30d9f395,A,outcome,1,3,20,0,colour,size,velocity,blue,large,slow,SC,1,1,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,1,1,1,colour,velocity,size,purple,small,fast,R,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,1,2,1,colour,velocity,size,purple,large,fast,OC,0,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,1,3,1,colour,velocity,size,green,large,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,1,4,1,colour,velocity,size,green,small,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,1,5,1,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,1,6,1,colour,velocity,size,green,small,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,1,7,1,colour,velocity,size,purple,large,fast,OC,0,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,1,8,1,colour,velocity,size,purple,small,slow,R,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,1,9,1,colour,velocity,size,green,large,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,1,10,1,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
2277.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,1,0,colour,velocity,size,green,small,slow,SC,1,1,1,1582479,26.37465
2337.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,2,0,colour,velocity,size,green,small,slow,SC,1,1,1,1582479,26.37465
1619.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,3,0,colour,velocity,size,green,large,fast,SC,1,1,1,1582479,26.37465
2669.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,4,0,colour,velocity,size,green,large,slow,SC,1,1,1,1582479,26.37465
3825.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,5,0,colour,velocity,size,purple,small,slow,R,1,0,1,1582479,26.37465
1920.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,6,0,colour,velocity,size,green,small,slow,SC,1,1,1,1582479,26.37465
2280.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,7,0,colour,velocity,size,purple,large,fast,OC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,8,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,9,0,colour,velocity,size,green,large,fast,SC,0,0,1,1582479,26.37465
1428.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,10,0,colour,velocity,size,purple,small,slow,R,1,0,1,1582479,26.37465
2269.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,11,0,colour,velocity,size,green,large,slow,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,12,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
3759.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,13,0,colour,velocity,size,purple,large,fast,OC,1,1,1,1582479,26.37465
3633.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,14,0,colour,velocity,size,green,small,slow,SC,1,1,1,1582479,26.37465
2553.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,15,0,colour,velocity,size,green,large,fast,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,16,0,colour,velocity,size,purple,small,fast,R,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,17,0,colour,velocity,size,purple,large,fast,OC,0,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,18,0,colour,velocity,size,purple,large,slow,OC,0,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,19,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,20,0,colour,velocity,size,green,large,slow,SC,0,0,1,1582479,26.37465
2274.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,21,0,colour,velocity,size,purple,small,fast,R,1,0,1,1582479,26.37465
1634.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,22,0,colour,velocity,size,green,small,slow,SC,1,1,1,1582479,26.37465
3694.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,23,0,colour,velocity,size,green,large,slow,SC,1,0,1,1582479,26.37465
2583.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,24,0,colour,velocity,size,purple,small,fast,R,1,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,25,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,26,0,colour,velocity,size,green,large,fast,SC,0,0,1,1582479,26.37465
981.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,27,0,colour,velocity,size,green,small,fast,SC,1,1,1,1582479,26.37465
2805.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,28,0,colour,velocity,size,purple,large,slow,OC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,29,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
1166.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,30,0,colour,velocity,size,green,large,slow,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,31,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
1799.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,32,0,colour,velocity,size,purple,small,slow,R,1,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,33,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,34,0,colour,velocity,size,green,large,fast,SC,0,0,1,1582479,26.37465
1077.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,35,0,colour,velocity,size,green,small,slow,SC,1,1,1,1582479,26.37465
3141.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,36,0,colour,velocity,size,green,small,slow,SC,1,1,1,1582479,26.37465
3182.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,37,0,colour,velocity,size,green,small,slow,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,38,0,colour,velocity,size,green,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,39,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
1057.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,40,0,colour,velocity,size,green,large,slow,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,41,0,colour,velocity,size,purple,small,fast,R,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,42,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
617.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,43,0,colour,velocity,size,purple,small,slow,R,1,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,44,0,colour,velocity,size,green,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,45,0,colour,velocity,size,green,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,46,0,colour,velocity,size,green,small,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,47,0,colour,velocity,size,green,large,fast,SC,0,0,1,1582479,26.37465
1380.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,48,0,colour,velocity,size,green,large,fast,SC,1,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,49,0,colour,velocity,size,purple,large,fast,OC,0,1,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,50,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,51,0,colour,velocity,size,green,large,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,52,0,colour,velocity,size,green,small,fast,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,53,0,colour,velocity,size,green,large,fast,SC,0,0,1,1582479,26.37465
869.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,54,0,colour,velocity,size,purple,small,slow,R,1,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,55,0,colour,velocity,size,green,small,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,56,0,colour,velocity,size,green,small,slow,SC,0,0,1,1582479,26.37465
3184.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,57,0,colour,velocity,size,green,small,slow,SC,1,1,1,1582479,26.37465
1080.0,6988fa79aa367d8f30d9f395,A,outcome,2,2,58,0,colour,velocity,size,purple,small,fast,R,1,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,59,0,colour,velocity,size,green,small,slow,SC,0,0,1,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,2,60,0,colour,velocity,size,green,small,slow,SC,0,1,1,1582479,26.37465
2356.0,6988fa79aa367d8f30d9f395,A,outcome,2,3,1,0,colour,velocity,size,purple,small,fast,R,1,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,2,0,colour,velocity,size,green,large,fast,SC,0,0,0,1582479,26.37465
1572.0,6988fa79aa367d8f30d9f395,A,outcome,2,3,3,0,colour,velocity,size,purple,small,slow,R,1,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,4,0,colour,velocity,size,green,small,fast,SC,0,0,0,1582479,26.37465
1430.0,6988fa79aa367d8f30d9f395,A,outcome,2,3,5,0,colour,velocity,size,purple,large,slow,OC,1,1,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,6,0,colour,velocity,size,green,small,fast,SC,0,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,7,0,colour,velocity,size,green,large,slow,SC,0,0,0,1582479,26.37465
1528.0,6988fa79aa367d8f30d9f395,A,outcome,2,3,8,0,colour,velocity,size,green,small,slow,SC,1,1,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,9,0,colour,velocity,size,green,large,slow,SC,0,0,0,1582479,26.37465
955.0,6988fa79aa367d8f30d9f395,A,outcome,2,3,10,0,colour,velocity,size,green,small,fast,SC,1,1,0,1582479,26.37465
1610.0,6988fa79aa367d8f30d9f395,A,outcome,2,3,11,0,colour,velocity,size,purple,large,fast,OC,1,1,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,12,0,colour,velocity,size,green,large,slow,SC,0,0,0,1582479,26.37465
1553.0,6988fa79aa367d8f30d9f395,A,outcome,2,3,13,0,colour,velocity,size,green,small,fast,SC,1,1,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,14,0,colour,velocity,size,green,large,fast,SC,0,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,15,0,colour,velocity,size,green,small,fast,SC,0,0,0,1582479,26.37465
819.0,6988fa79aa367d8f30d9f395,A,outcome,2,3,16,0,colour,velocity,size,purple,small,fast,R,1,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,17,0,colour,velocity,size,green,large,fast,SC,0,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,18,0,colour,velocity,size,purple,small,fast,R,0,0,0,1582479,26.37465
1186.0,6988fa79aa367d8f30d9f395,A,outcome,2,3,19,0,colour,velocity,size,purple,small,slow,R,1,0,0,1582479,26.37465
,6988fa79aa367d8f30d9f395,A,outcome,2,3,20,0,colour,velocity,size,green,large,slow,SC,0,0,0,1582479,26.37465
,698a1aecb901606f08bb1ecb,A,outcome,1,1,1,1,velocity,size,colour,blue,large,fast,OC,0,1,1,1664996,27.749933333333335
,698a1aecb901606f08bb1ecb,A,outcome,1,1,2,1,velocity,size,colour,red,small,slow,SC,0,0,1,1664996,27.749933333333335
,698a1aecb901606f08bb1ecb,A,outcome,1,1,3,1,velocity,size,colour,blue,small,slow,SC,0,0,1,1664996,27.749933333333335
,698a1aecb901606f08bb1ecb,A,outcome,1,1,4,1,velocity,size,colour,red,large,slow,SC,0,0,1,1664996,27.749933333333335
,698a1aecb901606f08bb1ecb,A,outcome,1,1,5,1,velocity,size,colour,red,small,slow,SC,0,1,1,1664996,27.749933333333335
,698a1aecb901606f08bb1ecb,A,outcome,1,1,6,1,velocity,size,colour,red,large,fast,OC,0,1,1,1664996,27.749933333333335
